#The data included in this document is from www.refuges.info. The data is made available under CC By-Sa 2.0
id_point;nom;type;altitude;latitude;longitude;état;nombre de place;lien
1695;Cabane de Bourchardière;cabane non gardée;1035;45.1447;5.601;Détruite;0;http://www.refuges.info/point/1695/cabane-non-gardee/Vercors/Cabane-de-Bourchardiere/
5886;Cabane forestière de Fontfroide;cabane non gardée;1540;45.0895941913962;5.86688697338104;;5;http://www.refuges.info/point/5886/cabane-non-gardee/Belledonne/Cabane-forestiere-de-Fontfroide/
5970;Cabane pastorale de Juan;cabane non gardée;1850;44.1789416372298;6.55600547790527;;0;http://www.refuges.info/point/5970/cabane-non-gardee/Prealpes-de-Haute-Provence/cabane-pastorale-de-Juan/
5509;Baraque forestière du Peney;cabane non gardée;1135;45.6041;6.0027;Fermée;0;http://www.refuges.info/point/5509/cabane-non-gardee/Bauges/Baraque-forestiere-du-Peney/
4356;Abri de Miribel;cabane non gardée;1240;45.1155444187;5.94013273715973;Fermée;0;http://www.refuges.info/point/4356/cabane-non-gardee/Belledonne/Abri-de-Miribel/
5908;Abri des Vignes;cabane non gardée;0;45.5823586560214;5.99432945251465;;0;http://www.refuges.info/point/5908/cabane-non-gardee/Bauges/abri-des-Vignes/
3435;Refuge du Nivolet;cabane non gardée;1510;45.61394;5.96682;;0;http://www.refuges.info/point/3435/cabane-non-gardee/Bauges/Refuge-du-Nivolet/
4329;Cabane d'Uriol;cabane non gardée;757;45.04765;5.6496;;0;http://www.refuges.info/point/4329/cabane-non-gardee/Vercors/Cabane-d-Uriol/
3062;Baraque de Recoud;cabane non gardée;1187;45.115;5.8481;;0;http://www.refuges.info/point/3062/cabane-non-gardee/Belledonne/Baraque-de-Recoud/
4860;Abri du Mont Saint Michel;cabane non gardée;830;45.55101;6.00195;;0;http://www.refuges.info/point/4860/cabane-non-gardee/Bauges/abri-du-Mont-Saint-Michel/
5779;Abri des Combes;cabane non gardée;0;43.9667295053793;6.23552173376083;;0;http://www.refuges.info/point/5779/cabane-non-gardee/Prealpes-de-Haute-Provence/Abri-des-Combes/
5017;Les Clapes;cabane non gardée;1685;44.2697;6.4634;Détruite;0;http://www.refuges.info/point/5017/cabane-non-gardee/Prealpes-de-Haute-Provence/Les-Clapes/
4926;Abri de Courchons;cabane non gardée;1285;43.92587;6.50922;;0;http://www.refuges.info/point/4926/cabane-non-gardee/Prealpes-de-Haute-Provence/Abri-de-Courchons/
2742;Gîte de Trévans;cabane non gardée;816;43.93683;6.21027;;0;http://www.refuges.info/point/2742/cabane-non-gardee/Prealpes-de-Haute-Provence/Gite-de-Trevans/
296;Cabane du berger;cabane non gardée;1500;45.31242;5.86619;;0;http://www.refuges.info/point/296/cabane-non-gardee/Chartreuse/Cabane-du-berger/
1465;Abri de Cotagne;cabane non gardée;1469;45.86342;6.3045;;6;http://www.refuges.info/point/1465/cabane-non-gardee/Bornes-Aravis/Abri-de-Cotagne/
1527;Cabane des bûcherons de Brondelière;cabane non gardée;510;45.21635;5.50892;;0;http://www.refuges.info/point/1527/cabane-non-gardee/Vercors/Cabane-des-bucherons-de-Brondeliere/
439;Chalet forestier de Pré Gaudet;cabane non gardée;1435;45.11742;5.86051;;15;http://www.refuges.info/point/439/cabane-non-gardee/Belledonne/Chalet-forestier-de-Pre-Gaudet/
5760;Bergerie de Suech;cabane non gardée;1248;43.8191664213044;6.39579176902771;;0;http://www.refuges.info/point/5760/cabane-non-gardee/Prealpes-de-Haute-Provence/Bergerie-de-Suech/
5592;"Refuge d'art" du Vieil Esclangon;cabane non gardée;1060;44.2098;6.2815;Clé à récupérer avant;5;http://www.refuges.info/point/5592/cabane-non-gardee/Prealpes-de-Haute-Provence/-Refuge-d-art-du-Vieil-Esclangon/
4940;Cabanes de Chanier;cabane non gardée;1765;43.8459;6.3521;Fermée;0;http://www.refuges.info/point/4940/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabanes-de-Chanier/
3404;Cabane des Clots de Miribel;cabane non gardée;1510;45.11882;5.93761;;6;http://www.refuges.info/point/3404/cabane-non-gardee/Belledonne/Cabane-des-Clots-de-Miribel/
5016;Maison forestière de Valdemars.;cabane non gardée;2030;44.24414;6.56108;Fermée;0;http://www.refuges.info/point/5016/cabane-non-gardee/Prealpes-de-Haute-Provence/Maison-forestiere-de-Valdemars/
5634;Cabane forestière de l'Autapie;cabane non gardée;2065;44.1995;6.6068;;6;http://www.refuges.info/point/5634/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-forestiere-de-l-Autapie/
53;Cabane de Nave;cabane non gardée;1495;45.2217;5.5396;;20;http://www.refuges.info/point/53/cabane-non-gardee/Vercors/Cabane-de-Nave/
5093;Cabane de Rougnouse Basse;cabane non gardée;1896;44.22007;6.57711;;0;http://www.refuges.info/point/5093/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-de-Rougnouse-Basse/
5117;Cabane pastorale du Ceï;cabane non gardée;2290;44.2772;6.5317;Fermée;0;http://www.refuges.info/point/5117/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-pastorale-du-Cei/
5210;Cabane forestiere de la Source du Jas;cabane non gardée;1301;44.41067;6.13528;Clé à récupérer avant;16;http://www.refuges.info/point/5210/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-forestiere-de-la-Source-du-Jas/
5105;Baraque de la Racine;cabane non gardée;1215;45.40915;6.13853;;0;http://www.refuges.info/point/5105/cabane-non-gardee/Belledonne/Baraque-de-la-Racine/
5206;Cabane des Monges;cabane non gardée;1588;44.25783;6.17504;;0;http://www.refuges.info/point/5206/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-des-Monges/
2726;Vieille cabane de Chine;cabane non gardée;1698;44.26515;6.21399;Fermée;0;http://www.refuges.info/point/2726/cabane-non-gardee/Prealpes-de-Haute-Provence/Vieille-cabane-de-Chine/
1523;Chalet Montal;cabane non gardée;1120;45.19623;5.51709;;0;http://www.refuges.info/point/1523/cabane-non-gardee/Vercors/Chalet-Montal/
6745;Chalet du Milieu;cabane non gardée;1680;45.4205639788262;6.16861832102586;;0;http://www.refuges.info/point/6745/cabane-non-gardee/Belledonne/Chalet-du-Milieu/
6430;Cabane de Grenagion;cabane non gardée;960;43.985585578824;6.45287990570068;;0;http://www.refuges.info/point/6430/cabane-non-gardee/Prealpes-de-Haute-Provence/cabane-de-Grenagion/
4667;Cabane du Ravin du Bramaïre;cabane non gardée;720;44.12854;6.05448;;0;http://www.refuges.info/point/4667/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-du-Ravin-du-Bramaire/
2755;Cabane de Chalufy;cabane non gardée;1857;44.16192;6.53304;;4;http://www.refuges.info/point/2755/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-de-Chalufy/
6599;Cabane de Peire Naisse;cabane non gardée;1545;43.8829697913993;6.31761074066162;;0;http://www.refuges.info/point/6599/cabane-non-gardee/Prealpes-de-Haute-Provence/cabane-de-Peire-Naisse/
6855;Cabane de la Montagne (Blayeul);cabane non gardée;1640;44.23506;6.33024;;1;http://www.refuges.info/point/6855/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-de-la-Montagne-Blayeul/
2605;Chalet des Trois Moineaux;cabane non gardée;880;45.20281;5.64711;;0;http://www.refuges.info/point/2605/cabane-non-gardee/Vercors/Chalet-des-Trois-Moineaux/
3728;Cabane de l'Avalanche;cabane non gardée;1520;44.65544;5.93794;;0;http://www.refuges.info/point/3728/cabane-non-gardee/Devoluy-Trieves/Cabane-de-l-Avalanche/
5707;Cabane d'Archail;cabane non gardée;1667;44.10594;6.35844;;6;http://www.refuges.info/point/5707/cabane-non-gardee/Prealpes-de-Haute-Provence/Cabane-d-Archail/
5813;Malga Niscli;cabane non gardée;1960;46.1149254670061;10.6379735469818;;4;http://www.refuges.info/point/5813/cabane-non-gardee/Adamello-Presanella/Malga-Niscli/
3220;Cabane des Pierres ou du Pré de la Chaulp;cabane non gardée;1400;44.66877;6.01626;;0;http://www.refuges.info/point/3220/cabane-non-gardee/Devoluy-Trieves/Cabane-des-Pierres-ou-du-Pre-de-la-Chaulp/
5814;Malga Germenega Bassa;cabane non gardée;1586;46.1485173076792;10.6820368766785;;4;http://www.refuges.info/point/5814/cabane-non-gardee/Adamello-Presanella/Malga-Germenega-Bassa/
3243;Cabane de la Serre du Lièvre;cabane non gardée;1400;44.63372;5.8584;;0;http://www.refuges.info/point/3243/cabane-non-gardee/Devoluy-Trieves/Cabane-de-la-Serre-du-Lievre/
149;Habert de Chartroussette;cabane non gardée;1013;45.35761;5.78045;Fermée;0;http://www.refuges.info/point/149/cabane-non-gardee/Chartreuse/Habert-de-Chartroussette/
39;Cabane des Clots (ou de Roybon);cabane non gardée;1450;45.05306;5.58672;;15;http://www.refuges.info/point/39/cabane-non-gardee/Vercors/Cabane-des-Clots-ou-de-Roybon/
574;Baraque Forestière de Sous Courtet;cabane non gardée;1560;44.7626;5.8077;;0;http://www.refuges.info/point/574/cabane-non-gardee/Devoluy-Trieves/Baraque-Forestiere-de-Sous-Courtet/
572;Abri de la Drayre (Le chatel);cabane non gardée;1490;44.8151;5.81968;;0;http://www.refuges.info/point/572/cabane-non-gardee/Devoluy-Trieves/Abri-de-la-Drayre-Le-chatel/
5166;Malga Stablo Marcio (Martsch);cabane non gardée;1750;46.05344;10.66783;;0;http://www.refuges.info/point/5166/cabane-non-gardee/Adamello-Presanella/Malga-Stablo-Marcio-Martsch/
581;Abri du col de Champ Long;cabane non gardée;1370;44.78546;5.8927;;0;http://www.refuges.info/point/581/cabane-non-gardee/Devoluy-Trieves/Abri-du-col-de-Champ-Long/
575;Chalet de Marre Barbe;cabane non gardée;1562;44.78477;5.87586;;0;http://www.refuges.info/point/575/cabane-non-gardee/Devoluy-Trieves/Chalet-de-Marre-Barbe/
2580;Abri des Plâtres;cabane non gardée;1278;45.06201;5.57796;;0;http://www.refuges.info/point/2580/cabane-non-gardee/Vercors/Abri-des-Platres/
576;Refuge Louis Debastiani;cabane non gardée;1705;44.77641;5.87789;;0;http://www.refuges.info/point/576/cabane-non-gardee/Devoluy-Trieves/Refuge-Louis-Debastiani/
2208;Maison Forestière de Peiseiriou;cabane non gardée;1284;44.76619;5.86884;;0;http://www.refuges.info/point/2208/cabane-non-gardee/Devoluy-Trieves/Maison-Forestiere-de-Peiseiriou/
571;Cabane de chasseurs de Pomaray;cabane non gardée;1320;44.80692;5.79742;Détruite;10;http://www.refuges.info/point/571/cabane-non-gardee/Devoluy-Trieves/Cabane-de-chasseurs-de-Pomaray/
5442;Cabane de Vouasse;cabane non gardée;2393;45.9285280100262;7.14334487915039;;0;http://www.refuges.info/point/5442/cabane-non-gardee/Alpes-Pennines-Haut-Valais/Cabane-de-Vouasse/
6308;Cabane des Gillardes;cabane non gardée;860;44.7594265881876;5.88723421096802;;0;http://www.refuges.info/point/6308/cabane-non-gardee/Devoluy-Trieves/Cabane-des-Gillardes/
6015;Algéco des chasseurs;cabane non gardée;0;45.1869974839805;5.49299240112305;;0;http://www.refuges.info/point/6015/cabane-non-gardee/Vercors/Algeco-des-chasseurs/
1598;Cabane pastorale d'Oriol;cabane non gardée;1586;44.7292;5.8637;Fermée;8;http://www.refuges.info/point/1598/cabane-non-gardee/Devoluy-Trieves/Cabane-pastorale-d-Oriol/
4435;Ochselägerhutte;cabane non gardée;2342;46.22579;7.95374;;10;http://www.refuges.info/point/4435/cabane-non-gardee/Alpes-Pennines-Haut-Valais/Ochselagerhutte/
2248;Abri de la Chourelle;cabane non gardée;1509;45.057;5.5904;;0;http://www.refuges.info/point/2248/cabane-non-gardee/Vercors/Abri-de-la-Chourelle/
2289;Baraque des Gardes;cabane non gardée;1470;44.8127;5.80059;Détruite;0;http://www.refuges.info/point/2289/cabane-non-gardee/Devoluy-Trieves/Baraque-des-Gardes/
491;Refuge du col de la Croix;cabane non gardée;1458;44.7029;5.7803;;7;http://www.refuges.info/point/491/cabane-non-gardee/Devoluy-Trieves/Refuge-du-col-de-la-Croix/
3245;Cabane de Crève Coeur;cabane non gardée;1289;44.78963;5.87698;;0;http://www.refuges.info/point/3245/cabane-non-gardee/Devoluy-Trieves/Cabane-de-Creve-Coeur/
2732;Cabane de la Rama (Devoluy);cabane non gardée;1572;44.67369;5.83574;Fermée;0;http://www.refuges.info/point/2732/cabane-non-gardee/Devoluy-Trieves/Cabane-de-la-Rama-Devoluy/
2339;Refuge Amianthé (Chiarella);refuge gardé;2979;45.9102;7.3047;;42;http://www.refuges.info/point/2339/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-Amianthe-Chiarella/
2267;Domhütte;refuge gardé;2940;46.10278;7.81769;;75;http://www.refuges.info/point/2267/refuge-garde/Alpes-Pennines-Haut-Valais/Domhtte/
3134;Refuge de Mayères;refuge gardé;1600;45.95007;6.58719;;50;http://www.refuges.info/point/3134/refuge-garde/Bornes-Aravis/Refuge-de-Mayeres/
2210;Rothornhütte;refuge gardé;3198;46.04857;7.69737;;84;http://www.refuges.info/point/2210/refuge-garde/Alpes-Pennines-Haut-Valais/Rothornhtte/
1511;Cabane de Valsorey;refuge gardé;3030;45.9304;7.27176;;60;http://www.refuges.info/point/1511/refuge-garde/Alpes-Pennines-Haut-Valais/Cabane-de-Valsorey/
1705;Cabane Topali;refuge gardé;2675;46.15694;7.76188;;44;http://www.refuges.info/point/1705/refuge-garde/Alpes-Pennines-Haut-Valais/Cabane-Topali/
1556;Cabane de Chanrion;refuge gardé;2462;45.93917;7.38095;;86;http://www.refuges.info/point/1556/refuge-garde/Alpes-Pennines-Haut-Valais/Cabane-de-Chanrion/
1489;Refuge Margherita / Signalkuppe;refuge gardé;4556;45.92696;7.87689;;75;http://www.refuges.info/point/1489/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-Margherita-Signalkuppe/
1950;Cabane de Tracuit;refuge gardé;3256;46.13025;7.67955;;116;http://www.refuges.info/point/1950/refuge-garde/Alpes-Pennines-Haut-Valais/Cabane-de-Tracuit/
2395;Refuge de Prarayer;refuge gardé;2005;45.92101;7.53273;;50;http://www.refuges.info/point/2395/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-de-Prarayer/
3510;Cristallina;refuge gardé;2575;46.47184;8.5264;;120;http://www.refuges.info/point/3510/refuge-garde/Tessin-lac-Majeur/Cristallina/
281;Refuge de l'Etendard;refuge gardé;2430;45.20377;6.17541;;80;http://www.refuges.info/point/281/refuge-garde/Grandes-Rousses---Arves/Refuge-de-l-Etendard/
2329;Refuge Mezzalama;refuge gardé;3004;45.91371;7.75954;;40;http://www.refuges.info/point/2329/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-Mezzalama/
2346;Cabane de la Dent Blanche (Rossier);refuge gardé;3507;46.0202;7.60084;;50;http://www.refuges.info/point/2346/refuge-garde/Alpes-Pennines-Haut-Valais/Cabane-de-la-Dent-Blanche-Rossier/
2594;Refuge Zamboni-Zappa;refuge gardé;2065;45.95315;7.91804;;72;http://www.refuges.info/point/2594/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-Zamboni-Zappa/
2898;Monte Leone;refuge gardé;2848;46.26084;8.08044;;34;http://www.refuges.info/point/2898/refuge-garde/Alpes-Pennines-Haut-Valais/Monte-Leone/
2066;Refuge Giovanni Gnifetti;refuge gardé;3647;45.89982;7.84999;;330;http://www.refuges.info/point/2066/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-Giovanni-Gnifetti/
1569;Refuge Città di Mantova (Guide di Gressoney);refuge gardé;3470;45.89532;7.84793;;91;http://www.refuges.info/point/1569/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-Citta-di-Mantova-Guide-di-Gressoney/
1493;Mischabelhütte;refuge gardé;3330;46.10937;7.88887;;130;http://www.refuges.info/point/1493/refuge-garde/Alpes-Pennines-Haut-Valais/Mischabelhtte/
308;Refuge des Aiguilles d'Arves;refuge gardé;2260;45.11819;6.37521;;39;http://www.refuges.info/point/308/refuge-garde/Grandes-Rousses---Arves/Refuge-des-Aiguilles-d-Arves/
1767;Refuge de Chabournéou;refuge gardé;2020;44.80995;6.31482;;44;http://www.refuges.info/point/1767/refuge-garde/Ecrins/Refuge-de-Chabourneou/
6391;Alzasca CAS;refuge gardé;1734;46.27129415087;8.58929118660753;;22;http://www.refuges.info/point/6391/refuge-garde/Tessin-lac-Majeur/Alzasca-CAS/
2166;Châlet Alpin de la Bérarde;refuge gardé;1734;44.9325;6.2935;;61;http://www.refuges.info/point/2166/refuge-garde/Ecrins/Chalet-Alpin-de-la-Berarde/
1550;Refuge du Glacier Blanc;refuge gardé;2542;44.93755;6.41172;;135;http://www.refuges.info/point/1550/refuge-garde/Ecrins/Refuge-du-Glacier-Blanc/
1488;Refuge de l'Aigle;refuge gardé;3440;45.01129;6.32455;;30;http://www.refuges.info/point/1488/refuge-garde/Ecrins/Refuge-de-l-Aigle/
1535;Refuge des Ecrins;refuge gardé;3175;44.9473;6.38284;;120;http://www.refuges.info/point/1535/refuge-garde/Ecrins/Refuge-des-Ecrins/
1753;Refuge du Châtelleret;refuge gardé;2232;44.97573;6.29962;;70;http://www.refuges.info/point/1753/refuge-garde/Ecrins/Refuge-du-Chatelleret/
4507;Refuge de Terre Rouge;refuge gardé;2182;45.1306657234974;6.51244640350342;;40;http://www.refuges.info/point/4507/refuge-garde/Cerces-Ambin/Refuge-de-Terre-Rouge/
506;Refuge du Chardonnet;refuge gardé;2223;45.02573;6.53189;;39;http://www.refuges.info/point/506/refuge-garde/Cerces-Ambin/Refuge-du-Chardonnet/
4784;Dötra;refuge gardé;1748;46.53154;8.87959;;54;http://www.refuges.info/point/4784/refuge-garde/Tessin-lac-Majeur/Dotra/
3589;Bortelhütten;refuge gardé;2113;46.29392;8.09333;;35;http://www.refuges.info/point/3589/refuge-garde/Alpes-Pennines-Haut-Valais/Bortelhtten/
10;Refuge du Pré du Mollard;refuge gardé;1740;45.18915;5.93554;;15;http://www.refuges.info/point/10/refuge-garde/Belledonne/Refuge-du-Pre-du-Mollard/
2888;Binntalhütte;refuge gardé;2275;46.3747;8.29178;;52;http://www.refuges.info/point/2888/refuge-garde/Alpes-Pennines-Haut-Valais/Binntalhtte/
2347;Refuge Aosta;refuge gardé;2788;45.96951;7.56143;;30;http://www.refuges.info/point/2347/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-Aosta/
5365;Refuge Ulldeter;refuge gardé;2220;42.41969;2.25769;;51;http://www.refuges.info/point/5365/refuge-garde/Girona/Refuge-Ulldeter/
3476;Piansecco;refuge gardé;1988;46.49431;8.47152;Fermé;54;http://www.refuges.info/point/3476/refuge-garde/Tessin-lac-Majeur/Piansecco/
3145;Refuge Buffère;refuge gardé;2076;45.01264;6.57066;;30;http://www.refuges.info/point/3145/refuge-garde/Cerces-Ambin/Refuge-Buffere/
405;Refuge de Ricou;refuge gardé;2115;45.04636;6.54401;;20;http://www.refuges.info/point/405/refuge-garde/Cerces-Ambin/Refuge-de-Ricou/
4785;Scaletta;refuge gardé;2205;46.60763;8.94057;;40;http://www.refuges.info/point/4785/refuge-garde/Tessin-lac-Majeur/Scaletta/
409;Refuge des Drayères;refuge gardé;2180;45.081;6.508;;64;http://www.refuges.info/point/409/refuge-garde/Cerces-Ambin/Refuge-des-Drayeres/
3975;Adula CAS;refuge gardé;2012;46.49909;8.99579;;34;http://www.refuges.info/point/3975/refuge-garde/Tessin-lac-Majeur/Adula-CAS/
4788;Capanna Cadagno;refuge gardé;1987;46.54655;8.71967;;76;http://www.refuges.info/point/4788/refuge-garde/Tessin-lac-Majeur/Capanna-Cadagno/
4140;Al Legn;refuge gardé;1814;46.12232;8.66712;;12;http://www.refuges.info/point/4140/refuge-garde/Tessin-lac-Majeur/Al-Legn/
4310;Bovarina;refuge gardé;1870;46.56013;8.88864;;42;http://www.refuges.info/point/4310/refuge-garde/Tessin-lac-Majeur/Bovarina/
1654;Refuge de La Tour de Borne;refuge gardé;1340;44.72966;5.61824;;25;http://www.refuges.info/point/1654/refuge-garde/Diois/Refuge-de-La-Tour-de-Borne/
3949;Refuge-gîte  du Suffet;refuge gardé;1690;45.20608;6.84573;;40;http://www.refuges.info/point/3949/refuge-garde/Cerces-Ambin/Refuge-gite-du-Suffet/
6334;Refuge de la Sega;refuge gardé;1161;42.2869;9.03785;;34;http://www.refuges.info/point/6334/refuge-garde/Corse/Refuge-de-la-Sega/
444;Refuge d'Ambin;refuge gardé;2270;45.16348;6.86502;;30;http://www.refuges.info/point/444/refuge-garde/Cerces-Ambin/Refuge-d-Ambin/
3976;Adula UTOE;refuge gardé;2393;46.49531;9.00771;;58;http://www.refuges.info/point/3976/refuge-garde/Tessin-lac-Majeur/Adula-UTOE/
4938;Refuge Niu de l'Aliga;refuge gardé;2537;42.31943;1.89332;;30;http://www.refuges.info/point/4938/refuge-garde/Girona/Refuge-Niu-de-l-Aliga/
3712;Refuge Vaccarone;refuge gardé;2741;45.15393;6.91692;;15;http://www.refuges.info/point/3712/refuge-garde/Cerces-Ambin/Refuge-Vaccarone/
6379;Albigna;refuge gardé;2336;46.3300716839536;9.65531222475987;;85;http://www.refuges.info/point/6379/refuge-garde/Bergell-Bernina/Albigna/
2871;Zoissova koca na Kokrskem sedlu;refuge gardé;1793;46.34418;14.54689;;0;http://www.refuges.info/point/2871/refuge-garde/Alpes-kamniques/Zoissova-koca-na-Kokrskem-sedlu/
2872;Dom Pri Krn Jezero;refuge gardé;1450;46.28893;13.69656;;170;http://www.refuges.info/point/2872/refuge-garde/Alpes-Juliennes/Dom-Pri-Krn-Jezero/
4141;Rifugio Malghera;refuge gardé;1937;46.3434;10.1392;;90;http://www.refuges.info/point/4141/refuge-garde/Grisons-Est/Rifugio-Malghera/
1529;L'Alpe du Pin;refuge gardé;1805;44.94464;6.17329;;16;http://www.refuges.info/point/1529/refuge-garde/Ecrins/L-Alpe-du-Pin/
1341;Refuge de la Muzelle;refuge gardé;2115;44.953;6.09762;;52;http://www.refuges.info/point/1341/refuge-garde/Ecrins/Refuge-de-la-Muzelle/
2319;Refuge des Clots;refuge gardé;1517;45.04361;6.18288;;20;http://www.refuges.info/point/2319/refuge-garde/Ecrins/Refuge-des-Clots/
3759;Refuge de Mayen;refuge gardé;1842;46.36634;7.01446;;40;http://www.refuges.info/point/3759/refuge-garde/Prealpes-suisses/Refuge-de-Mayen/
1545;Refuge de la Selle;refuge gardé;2673;44.98228;6.24913;;75;http://www.refuges.info/point/1545/refuge-garde/Ecrins/Refuge-de-la-Selle/
1544;Refuge du Soreiller;refuge gardé;2730;44.9604;6.2437;;90;http://www.refuges.info/point/1544/refuge-garde/Ecrins/Refuge-du-Soreiller/
1546;Refuge de la Lavey;refuge gardé;1797;44.89862;6.20616;;45;http://www.refuges.info/point/1546/refuge-garde/Ecrins/Refuge-de-la-Lavey/
5466;Refuge du Ruhle;refuge gardé;2185;42.6381;1.7259;;53;http://www.refuges.info/point/5466/refuge-garde/Haute-Ariege/Refuge-du-Ruhle/
2991;Grubenberghütte;refuge gardé;1840;46.54928;7.25193;;32;http://www.refuges.info/point/2991/refuge-garde/Prealpes-suisses/Grubenberghtte/
1741;Refuge Evariste Chancel;refuge gardé;2506;45.02687;6.27117;;35;http://www.refuges.info/point/1741/refuge-garde/Ecrins/Refuge-Evariste-Chancel/
3519;Refuge d'En Beys;refuge gardé;1980;42.62669;1.94411;;69;http://www.refuges.info/point/3519/refuge-garde/Haute-Ariege/Refuge-d-En-Beys/
4291;Refuge des Bésines;refuge gardé;2104;42.60382;1.86852;;55;http://www.refuges.info/point/4291/refuge-garde/Haute-Ariege/refuge-des-Besines/
4173;Refuge de Puscaghja;refuge gardé;1085;42.31572;8.84061;;15;http://www.refuges.info/point/4173/refuge-garde/Corse/Refuge-de-Puscaghja/
4087;Refuge de Belagua;refuge gardé;1418;42.94511;-0.83461;Fermé;15;http://www.refuges.info/point/4087/refuge-garde/Pays-Basque/Refuge-de-Belagua/
1490;Refuges Quintino Sella (Mont Rose);refuge gardé;3585;45.90111;7.7929;;140;http://www.refuges.info/point/1490/refuge-garde/Alpes-Pennines-Haut-Valais/Refuges-Quintino-Sella-Mont-Rose/
2336;Refuge de la Testa Grigia (Guide del Cervino);refuge gardé;3480;45.93415;7.70768;;40;http://www.refuges.info/point/2336/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-de-la-Testa-Grigia-Guide-del-Cervino/
2340;Refuge Letey (Champillon);refuge gardé;2465;45.84992;7.2692;;30;http://www.refuges.info/point/2340/refuge-garde/Alpes-Pennines-Haut-Valais/Refuge-Letey-Champillon/
3539;Refuge de l'Orédon;refuge gardé;1870;42.82622;0.1692;;80;http://www.refuges.info/point/3539/refuge-garde/Bigorre/Refuge-de-l-Oredon/
5366;Refuge Coma de la Vaca (Manelic);refuge gardé;2000;42.3852;2.219;;52;http://www.refuges.info/point/5366/refuge-garde/Girona/Refuge-Coma-de-la-Vaca-Manelic/
2326;Turtmannhütte (Tourtemagne);refuge gardé;2519;46.16;7.6995;;72;http://www.refuges.info/point/2326/refuge-garde/Alpes-Pennines-Haut-Valais/Turtmannhtte-Tourtemagne/
1568;Cabane des Dix;refuge gardé;2928;46.011;7.4176;;140;http://www.refuges.info/point/1568/refuge-garde/Alpes-Pennines-Haut-Valais/Cabane-des-Dix/
5871;Refugio de Estos;refuge gardé;1890;42.6755693782911;0.485190153121948;;100;http://www.refuges.info/point/5871/refuge-garde/Aragon/Refugio-de-Estos/
2015;Refuge Quintino Sella (Viso);refuge gardé;2640;44.66564;7.10973;;113;http://www.refuges.info/point/2015/refuge-garde/Alpes-Cottiennes/Refuge-Quintino-Sella-Viso/
6675;Refuge du Coll del Torn;refuge gardé;1870;42.5749175387134;2.13187873363495;;11;http://www.refuges.info/point/6675/refuge-garde/Capcir/Refuge-du-Coll-del-Torn/
4380;Refuge de Bayssellance;refuge gardé;2651;42.77938;-0.12414;;58;http://www.refuges.info/point/4380/refuge-garde/Bigorre/Refuge-de-Bayssellance/
3531;Refuge de Bastan;refuge gardé;2250;42.85323;0.20969;;33;http://www.refuges.info/point/3531/refuge-garde/Bigorre/Refuge-de-Bastan/
4344;Refuge du Larribet;refuge gardé;2072;42.85821;-0.28873;;60;http://www.refuges.info/point/4344/refuge-garde/Bigorre/Refuge-du-Larribet/
1928;Buron d'Eylac (Cantal);refuge gardé;1420;45.1126;2.6852;;14;http://www.refuges.info/point/1928/refuge-garde/Puys-Sancy-Cantal/Buron-d-Eylac-Cantal/
5424;Refuge de la Comapedrosa;refuge gardé;2266;42.57889;1.45;;48;http://www.refuges.info/point/5424/refuge-garde/Andorre/Refuge-de-la-Comapedrosa/
6682;Refuge d'Ayous;refuge gardé;1980;42.8483766543952;-0.491123199462891;;47;http://www.refuges.info/point/6682/refuge-garde/Bearn/Refuge-d-Ayous/
4899;Refuge de Linza;refuge gardé;1340;42.89824;-0.79944;;110;http://www.refuges.info/point/4899/refuge-garde/Aragon/Refuge-de-Linza/
2349;Cabane de Bertol;refuge gardé;3311;46.00609;7.52771;;80;http://www.refuges.info/point/2349/refuge-garde/Alpes-Pennines-Haut-Valais/Cabane-de-Bertol/
2338;Cabane du Vélan;refuge gardé;2642;45.9169;7.2454;;60;http://www.refuges.info/point/2338/refuge-garde/Alpes-Pennines-Haut-Valais/Cabane-du-Velan/
1729;Mas de la Barque (Mt Lozère);refuge gardé;1425;44.38533;3.87501;;24;http://www.refuges.info/point/1729/refuge-garde/Aubrac-Margeride-Lozere/Mas-de-la-Barque-Mt-Lozere/
2381;Weissmieshütten;refuge gardé;2726;46.14385;7.97785;;150;http://www.refuges.info/point/2381/refuge-garde/Alpes-Pennines-Haut-Valais/Weissmieshtten/
