#The data included in this document is from www.refuges.info. The data is made available under CC By-Sa 2.0
id_point;nom;type;altitude;latitude;longitude;état;nombre de place;lien
6568;L'Epinette;cabane non gardée;718;48.0323834020095;6.65026903152466;Détruite;0;http://www.refuges.info/point/6568/cabane-non-gardee/Hautes-Vosges/L-Epinette/
6567;Chalet du Châtelet;cabane non gardée;813;47.9213033345412;6.71234607696533;;0;http://www.refuges.info/point/6567/cabane-non-gardee/Hautes-Vosges/Chalet-du-Chatelet/
363;Bivouac Simond;cabane non gardée;3613;45.87503;6.88504;;10;http://www.refuges.info/point/363/cabane-non-gardee/Mont-Blanc/Bivouac-Simond/
3505;Chalet Preux;cabane non gardée;963;48.12011;6.9366;;0;http://www.refuges.info/point/3505/cabane-non-gardee/Hautes-Vosges/Chalet-Preux/
3886;Refuge du Storkenkopf;cabane non gardée;1200;47.89872;7.07325;;0;http://www.refuges.info/point/3886/cabane-non-gardee/Hautes-Vosges/Refuge-du-Storkenkopf/
2645;Abri St Jacques;cabane non gardée;1070;48.0592;6.92918;;0;http://www.refuges.info/point/2645/cabane-non-gardee/Hautes-Vosges/Abri-St-Jacques/
2646;Vogesapfàd-hislà (ou place zundel);cabane non gardée;776;47.82902;7.04097;;0;http://www.refuges.info/point/2646/cabane-non-gardee/Hautes-Vosges/vogesapfad-hisla-ou-place-zundel/
6505;Abri des Cascades;cabane non gardée;645;48.0509;7.0419;;0;http://www.refuges.info/point/6505/cabane-non-gardee/Hautes-Vosges/Abri-des-Cascades/
5496;Refuge de la Croix de Fresse;cabane non gardée;875;47.89057;6.84317;;0;http://www.refuges.info/point/5496/cabane-non-gardee/Hautes-Vosges/Refuge-de-la-Croix-de-Fresse/
2735;Sattelboden;cabane non gardée;913;47.81538;6.99515;;0;http://www.refuges.info/point/2735/cabane-non-gardee/Hautes-Vosges/Sattelboden/
3888;Abri des Dreimarkstein;cabane non gardée;756;47.85371;7.00825;;0;http://www.refuges.info/point/3888/cabane-non-gardee/Hautes-Vosges/abri-des-Dreimarkstein/
2837;Refuge du Stauffenmatt;cabane non gardée;722;48.0362;7.24224;;0;http://www.refuges.info/point/2837/cabane-non-gardee/Hautes-Vosges/Refuge-du-Stauffenmatt/
4797;Abri du Wahlenstall;cabane non gardée;800;48.06621;7.13796;;4;http://www.refuges.info/point/4797/cabane-non-gardee/Hautes-Vosges/abri-du-Wahlenstall/
4907;Abri Munsteraeckerle;cabane non gardée;655;47.9102979656369;7.15904116630554;;0;http://www.refuges.info/point/4907/cabane-non-gardee/Hautes-Vosges/Abri-Munsteraeckerle/
5734;Abri du Racbegbo;cabane non gardée;1100;47.9101289659006;7.08866000175476;;0;http://www.refuges.info/point/5734/cabane-non-gardee/Hautes-Vosges/abri-du-Racbegbo/
3777;Abri Baumann du Weierlé;cabane non gardée;710;47.804;7.0629;;0;http://www.refuges.info/point/3777/cabane-non-gardee/Hautes-Vosges/Abri-Baumann-du-Weierle/
5679;Chalet Vaxelaire;cabane non gardée;1006;47.9471590733652;6.89425349235535;;0;http://www.refuges.info/point/5679/cabane-non-gardee/Hautes-Vosges/Chalet-Vaxelaire/
5739;Refuge du Blaufels;cabane non gardée;812;47.834196;7.03105;;0;http://www.refuges.info/point/5739/cabane-non-gardee/Hautes-Vosges/Refuge-du-Blaufels/
5577;Chalet des Vaudés;cabane non gardée;955;47.909;6.8812;;0;http://www.refuges.info/point/5577/cabane-non-gardee/Hautes-Vosges/Chalet-des-Vaudes/
3842;Refuge Saint-Hubert;cabane non gardée;870;47.87616;6.91707;;0;http://www.refuges.info/point/3842/cabane-non-gardee/Hautes-Vosges/Refuge-Saint-Hubert/
4160;Abri de Sickertbach;cabane non gardée;620;47.80202;6.97979;;0;http://www.refuges.info/point/4160/cabane-non-gardee/Hautes-Vosges/Abri-de-Sickertbach/
6658;Chalet Chaise Madame;cabane non gardée;860;47.8626318493601;6.84991121292114;;0;http://www.refuges.info/point/6658/cabane-non-gardee/Hautes-Vosges/Chalet-Chaise-Madame/
2729;Abri Wasserfall;cabane non gardée;750;47.82111;6.87049;;0;http://www.refuges.info/point/2729/cabane-non-gardee/Hautes-Vosges/Abri-Wasserfall/
3503;Abri de Narouel;cabane non gardée;850;48.09954;6.91177;;0;http://www.refuges.info/point/3503/cabane-non-gardee/Hautes-Vosges/Abri-de-Narouel/
6783;Kiosque de Chatenois;cabane non gardée;300;48.2770811205109;7.39189982414246;;0;http://www.refuges.info/point/6783/cabane-non-gardee/Hautes-Vosges/Kiosque-de-Chatenois/
3816;Chalet du Gros Sapin;cabane non gardée;785;48.23011;7.10843;;0;http://www.refuges.info/point/3816/cabane-non-gardee/Hautes-Vosges/Chalet-du-Gros-Sapin/
2656;Pierre des trois Bans;cabane non gardée;1100;48.20976;7.18915;;0;http://www.refuges.info/point/2656/cabane-non-gardee/Hautes-Vosges/Pierre-des-trois-Bans/
6471;Abri du Hasenclever;cabane non gardée;710;48.2148722520501;7.28946089744568;;0;http://www.refuges.info/point/6471/cabane-non-gardee/Hautes-Vosges/abri-du-Hasenclever/
385;Bivouac du Dolent/Fiorio;cabane non gardée;2800;45.90169;7.05997;;22;http://www.refuges.info/point/385/cabane-non-gardee/Mont-Blanc/Bivouac-du-DolentFiorio/
425;Refuge de Graydon (ou Graidon);cabane non gardée;1336;46.20269;6.63607;Clé à récupérer avant;18;http://www.refuges.info/point/425/cabane-non-gardee/Chablais/Refuge-de-Graydon-ou-Graidon/
3840;Abri E. Moerel (Col du Rotenberg);cabane non gardée;380;48.26852;7.37432;;0;http://www.refuges.info/point/3840/cabane-non-gardee/Hautes-Vosges/Abri-E-Moerel-Col-du-Rotenberg/
5964;Kiosque des Blockhaus;cabane non gardée;920;48.2234003479924;7.13219225406647;;0;http://www.refuges.info/point/5964/cabane-non-gardee/Hautes-Vosges/Kiosque-des-Blockhaus/
2809;Cabane de Pain d'Epice;cabane non gardée;390;48.257;7.3479;;0;http://www.refuges.info/point/2809/cabane-non-gardee/Hautes-Vosges/Cabane-de-Pain-d-Epice/
3051;Cabane Hermann;cabane non gardée;740;48.22801;7.19013;;0;http://www.refuges.info/point/3051/cabane-non-gardee/Hautes-Vosges/Cabane-Hermann/
2834;Abri Kutzig;cabane non gardée;940;48.2365;7.26651;;0;http://www.refuges.info/point/2834/cabane-non-gardee/Hautes-Vosges/Abri-Kutzig/
2836;Abri Maurice Burrus;cabane non gardée;770;48.22933;7.23511;;4;http://www.refuges.info/point/2836/cabane-non-gardee/Hautes-Vosges/Abri-Maurice-Burrus/
2803;Abri Schaentzel;cabane non gardée;580;48.2447;7.32717;;0;http://www.refuges.info/point/2803/cabane-non-gardee/Hautes-Vosges/Abri-Schaentzel/
2802;Cabane de chasseur;cabane non gardée;400;48.2251;7.3323;;0;http://www.refuges.info/point/2802/cabane-non-gardee/Hautes-Vosges/Cabane-de-chasseur/
2835;Taenchel (col) abri Rotzel;cabane non gardée;740;48.24419;7.2817;;0;http://www.refuges.info/point/2835/cabane-non-gardee/Hautes-Vosges/Taenchel-col-abri-Rotzel/
6810;Cabanne du Klotzweg;cabane non gardée;650;48.2052987909044;7.2454297542572;;0;http://www.refuges.info/point/6810/cabane-non-gardee/Hautes-Vosges/cabanne-du-Klotzweg/
3597;Chalet du Jorat;cabane non gardée;1432;46.2245;6.88862;Fermée;;http://www.refuges.info/point/3597/cabane-non-gardee/Chablais/Chalet-du-Jorat/
6808;Cabanne de chasseurs "Kalbsplatz";cabane non gardée;662;48.2157;7.243;;0;http://www.refuges.info/point/6808/cabane-non-gardee/Hautes-Vosges/cabanne-de-chasseurs-Kalbsplatz-/
4122;Abri des 3 Planchers;cabane non gardée;660;48.46554;7.16677;Fermée;0;http://www.refuges.info/point/4122/cabane-non-gardee/Vosges-Centrales/Abri-des-3-Planchers/
2660;Baraque des Sangliers;cabane non gardée;570;48.5063;7.21238;;0;http://www.refuges.info/point/2660/cabane-non-gardee/Vosges-Centrales/Baraque-des-Sangliers/
3953;Abri de Colbéry;cabane non gardée;599;48.49964;7.20238;;0;http://www.refuges.info/point/3953/cabane-non-gardee/Vosges-Centrales/Abri-de-Colbery/
6491;Abri de Bellefossse;cabane non gardée;680;48.4014571063463;7.22198724746704;;0;http://www.refuges.info/point/6491/cabane-non-gardee/Vosges-Centrales/abri-de-Bellefossse/
4428;Abri du Sapin Sec ou abri Jean Gromer;cabane non gardée;885;48.30755;7.00256;;0;http://www.refuges.info/point/4428/cabane-non-gardee/Vosges-Centrales/abri-du-Sapin-Sec-ou-abri-Jean-Gromer/
3199;Abri du col de la Charaille;cabane non gardée;703;48.51974;7.07991;;0;http://www.refuges.info/point/3199/cabane-non-gardee/Vosges-Centrales/abri-du-col-de-la-Charaille/
4075;Abri de la Falle;cabane non gardée;490;48.42417;7.11946;Détruite;0;http://www.refuges.info/point/4075/cabane-non-gardee/Vosges-Centrales/Abri-de-la-Falle/
5930;Abri Fourmann;cabane non gardée;615;48.5754713764417;7.14977145195007;;0;http://www.refuges.info/point/5930/cabane-non-gardee/Vosges-Centrales/Abri-Fourmann/
4079;Abri du Haut de Prayé;cabane non gardée;800;48.47883;7.09674;Détruite;0;http://www.refuges.info/point/4079/cabane-non-gardee/Vosges-Centrales/Abri-du-Haut-de-Praye/
5939;Cabane des chasseurs;cabane non gardée;723;48.45522;7.111933;Fermée;0;http://www.refuges.info/point/5939/cabane-non-gardee/Vosges-Centrales/Cabane-des-chasseurs/
2662;La Baraque Carrée;cabane non gardée;741;48.54515;7.19029;;0;http://www.refuges.info/point/2662/cabane-non-gardee/Vosges-Centrales/la-Baraque-Carree/
4105;Abri du lac de la Maix;cabane non gardée;650;48.47693;7.07661;;0;http://www.refuges.info/point/4105/cabane-non-gardee/Vosges-Centrales/Abri-du-lac-de-la-Maix/
3270;La Croix de Fer;cabane non gardée;680;48.52121;7.1443;;0;http://www.refuges.info/point/3270/cabane-non-gardee/Vosges-Centrales/La-Croix-de-Fer/
4070;Abri du Château de Schirmeck;cabane non gardée;370;48.47594;7.21916;;0;http://www.refuges.info/point/4070/cabane-non-gardee/Vosges-Centrales/Abri-du-Chateau-de-Schirmeck/
6690;Abri de la roche des Corbeaux;cabane non gardée;430;48.4694891634863;6.91627442836762;;0;http://www.refuges.info/point/6690/cabane-non-gardee/Vosges-Centrales/Abri-de-la-roche-des-Corbeaux/
6070;Abri des Quatre Bancs;cabane non gardée;590;48.4084798516335;6.97041749954224;;0;http://www.refuges.info/point/6070/cabane-non-gardee/Vosges-Centrales/Abri-des-Quatre-Bancs/
6653;Refuge Altmatt;cabane non gardée;937;48.554;7.21928333333333;Clé à récupérer avant;10;http://www.refuges.info/point/6653/cabane-non-gardee/Vosges-Centrales/Refuge-Altmatt/
6782;Kapelle du Ramstein;cabane non gardée;275;48.2923092193965;7.3878014087677;;0;http://www.refuges.info/point/6782/cabane-non-gardee/Vosges-Centrales/Kapelle-du-Ramstein/
2902;Cabane de Planachaux;cabane non gardée;1730;46.17514;6.83014;Clé à récupérer avant;20;http://www.refuges.info/point/2902/cabane-non-gardee/Chablais/Cabane-de-Planachaux/
4067;Abri du Spitzberg;cabane non gardée;740;48.59879;7.24013;;0;http://www.refuges.info/point/4067/cabane-non-gardee/Vosges-Centrales/Abri-du-Spitzberg/
463;Refuge de la Vuagère;cabane non gardée;1200;46.16007;6.42958;Clé à récupérer avant;30;http://www.refuges.info/point/463/cabane-non-gardee/Chablais/Refuge-de-la-Vuagere/
6461;Abri de la Vierge de Novion;cabane non gardée;520;48.4412;6.9566;;0;http://www.refuges.info/point/6461/cabane-non-gardee/Vosges-Centrales/Abri-de-la-Vierge-de-Novion/
379;Bivouac des Dames Anglaises;cabane non gardée;3490;45.81882;6.88975;;4;http://www.refuges.info/point/379/cabane-non-gardee/Mont-Blanc/Bivouac-des-Dames-Anglaises/
3370;Gloriette Neubaufels;cabane non gardée;516;48.68809;7.28242;;0;http://www.refuges.info/point/3370/cabane-non-gardee/Vosges-Centrales/Gloriette-Neubaufels/
2471;Refuge-bivouac du Dolent  (La Maye);cabane non gardée;2667;45.92732;7.06893;;14;http://www.refuges.info/point/2471/cabane-non-gardee/Mont-Blanc/Refuge-bivouac-du-Dolent-La-Maye/
3561;Cabane forestière de Velouse;cabane non gardée;1360;45.2754300307254;5.78865230083466;;4;http://www.refuges.info/point/3561/cabane-non-gardee/Chartreuse/Cabane-forestiere-de-Velouse/
142;Abri de la Peyrouse;cabane non gardée;1575;44.94615;5.52703;;2;http://www.refuges.info/point/142/cabane-non-gardee/Vercors/Abri-de-la-Peyrouse/
89;Cabane des Aiguillettes;cabane non gardée;1880;44.85368;5.52026;;4;http://www.refuges.info/point/89/cabane-non-gardee/Vercors/Cabane-des-Aiguillettes/
3638;Cabane de Bovinette;cabane non gardée;1640;46.0597;7.0609;Clé à récupérer avant;15;http://www.refuges.info/point/3638/cabane-non-gardee/Mont-Blanc/Cabane-de-Bovinette/
4134;Abri du Heidenschloss;cabane non gardée;430;48.63412;7.35062;;0;http://www.refuges.info/point/4134/cabane-non-gardee/Vosges-Centrales/Abri-du-Heidenschloss/
4080;Nifflon d'en Haut;cabane non gardée;1783;46.25929;6.57202;Fermée;0;http://www.refuges.info/point/4080/cabane-non-gardee/Chablais/Nifflon-d-en-Haut/
3050;Refuge Robinot;cabane non gardée;875;48.2634;7.1566;;0;http://www.refuges.info/point/3050/cabane-non-gardee/Vosges-Centrales/Refuge-Robinot/
4064;Abri de Schliffstein;cabane non gardée;560;48.53335;7.24324;;0;http://www.refuges.info/point/4064/cabane-non-gardee/Vosges-Centrales/Abri-de-Schliffstein/
2983;Chalet du Frientz;cabane non gardée;874;48.43957;7.11149;Détruite;0;http://www.refuges.info/point/2983/cabane-non-gardee/Vosges-Centrales/Chalet-du-Frientz/
6584;Kiosque Muller Apffel;cabane non gardée;308;48.4140382438587;7.44794726371765;;0;http://www.refuges.info/point/6584/cabane-non-gardee/Vosges-Centrales/Kiosque-Muller-Apffel/
6747;Abri d'Ungersberg Est;cabane non gardée;550;48.363748479826;7.37351059913635;;0;http://www.refuges.info/point/6747/cabane-non-gardee/Vosges-Centrales/Abri-d-Ungersberg-Est/
4143;Abri du col d'Urbeis;cabane non gardée;600;48.32618;7.17835;;0;http://www.refuges.info/point/4143/cabane-non-gardee/Vosges-Centrales/Abri-du-col-d-Urbeis/
4200;Abri St Dié;cabane non gardée;530;48.30527;7.28204;;0;http://www.refuges.info/point/4200/cabane-non-gardee/Vosges-Centrales/Abri-St-Die/
2810;Abri du banc du forestier;cabane non gardée;452;48.34028;7.27642;;0;http://www.refuges.info/point/2810/cabane-non-gardee/Vosges-Centrales/Abri-du-banc-du-forestier/
6492;Abri de Raon l'Etape;cabane non gardée;539;48.3974894676594;6.88639998435974;;0;http://www.refuges.info/point/6492/cabane-non-gardee/Vosges-Centrales/Abri-de-Raon-l-Etape/
6147;Abri Paul BECHLER;cabane non gardée;607;48.560702;7.13373;;0;http://www.refuges.info/point/6147/cabane-non-gardee/Vosges-Centrales/abri-Paul-BECHLER/
2661;Abri du Kohlberg;cabane non gardée;700;48.51457;7.19496;;0;http://www.refuges.info/point/2661/cabane-non-gardee/Vosges-Centrales/Abri-du-Kohlberg/
2876;Abri du Neuntelstein;cabane non gardée;971;48.42373;7.33253;;0;http://www.refuges.info/point/2876/cabane-non-gardee/Vosges-Centrales/Abri-du-Neuntelstein/
3318;Baraque des Juifs;cabane non gardée;927;48.54848;7.22897;;0;http://www.refuges.info/point/3318/cabane-non-gardee/Vosges-Centrales/Baraque-des-Juifs/
3806;Abri de l'Alisier;cabane non gardée;620;48.34246;7.25126;;0;http://www.refuges.info/point/3806/cabane-non-gardee/Vosges-Centrales/Abri-de-l-Alisier/
3807;Refuge du Pransureux;cabane non gardée;668;48.3514;7.22025;;0;http://www.refuges.info/point/3807/cabane-non-gardee/Vosges-Centrales/Refuge-du-Pransureux/
3912;Abri du Parc aux Boeufs;cabane non gardée;585;48.60103;7.17881;;0;http://www.refuges.info/point/3912/cabane-non-gardee/Vosges-Centrales/Abri-du-Parc-aux-Boeufs/
4056;Baraque des Boeufs;cabane non gardée;750;48.4548333333333;7.27235;;8;http://www.refuges.info/point/4056/cabane-non-gardee/Vosges-Centrales/Baraque-des-Boeufs/
4135;Cabane des Trois Forestiers;cabane non gardée;420;48.62659;7.35489;;3;http://www.refuges.info/point/4135/cabane-non-gardee/Vosges-Centrales/Cabane-des-Trois-Forestiers/
2636;Chapelle Saint Valentin;cabane non gardée;570;48.49373;7.36906;;20;http://www.refuges.info/point/2636/cabane-non-gardee/Vosges-Centrales/Chapelle-Saint-Valentin/
4057;Cabane des 5 routes;cabane non gardée;625;48.45664;7.25979;;0;http://www.refuges.info/point/4057/cabane-non-gardee/Vosges-Centrales/Cabane-des-5-routes/
4071;Abri de la Pépinière;cabane non gardée;660;48.46347;7.23909;;0;http://www.refuges.info/point/4071/cabane-non-gardee/Vosges-Centrales/Abri-de-la-Pepiniere/
3883;Abri du col du Frankenbourg;cabane non gardée;648;48.29583;7.32068;;0;http://www.refuges.info/point/3883/cabane-non-gardee/Vosges-Centrales/abri-du-col-du-Frankenbourg/
3882;Abri du Roulé Bacon;cabane non gardée;736;48.52879;7.10286;;0;http://www.refuges.info/point/3882/cabane-non-gardee/Vosges-Centrales/Abri-du-Roule-Bacon/
6460;Abri Bernard;cabane non gardée;863;48.436;7.0865;Fermée;0;http://www.refuges.info/point/6460/cabane-non-gardee/Vosges-Centrales/Abri-Bernard/
2984;Abris du Munichshoft;cabane non gardée;439;48.645;7.139;;0;http://www.refuges.info/point/2984/cabane-non-gardee/Vosges-Centrales/Abris-du-Munichshoft/
5677;Abri vigneron du Steinklotz;cabane non gardée;224;48.6240833333333;7.48303333333333;;0;http://www.refuges.info/point/5677/cabane-non-gardee/Vosges-Centrales/Abri-vigneron-du-Steinklotz/
2562;Abri du Birkenfels;cabane non gardée;675;48.4286;7.3847;;0;http://www.refuges.info/point/2562/cabane-non-gardee/Vosges-Centrales/Abri-du-Birkenfels/
2657;Refuge du Schneeberg;cabane non gardée;900;48.59974;7.29142;;6;http://www.refuges.info/point/2657/cabane-non-gardee/Vosges-Centrales/Refuge-du-Schneeberg/
2800;Flohhütte;cabane non gardée;570;48.61242;7.28845;;0;http://www.refuges.info/point/2800/cabane-non-gardee/Vosges-Centrales/Flohhtte/
2798;Abri du Club Vosgien de Phalsbourg Lutzelbourg;cabane non gardée;450;48.71413;7.2687;;0;http://www.refuges.info/point/2798/cabane-non-gardee/Vosges-Centrales/Abri-du-Club-Vosgien-de-Phalsbourg-Lutzelbourg/
4107;Abri de Holzplatz;cabane non gardée;340;48.41048;7.40456;;0;http://www.refuges.info/point/4107/cabane-non-gardee/Vosges-Centrales/Abri-de-Holzplatz/
2877;Kiosque Jadelot;cabane non gardée;720;48.42222;7.40472;;0;http://www.refuges.info/point/2877/cabane-non-gardee/Vosges-Centrales/Kiosque-Jadelot/
4109;Abri du Petersmuehl;cabane non gardée;470;48.5973;7.2059;;0;http://www.refuges.info/point/4109/cabane-non-gardee/Vosges-Centrales/Abri-du-Petersmuehl/
4142;Kiosque bellevue;cabane non gardée;490;48.34112;7.28825;;0;http://www.refuges.info/point/4142/cabane-non-gardee/Vosges-Centrales/kiosque-bellevue/
4341;Abri des baronnies;cabane non gardée;303;48.60629;7.05041;;0;http://www.refuges.info/point/4341/cabane-non-gardee/Vosges-Centrales/abri-des-baronnies/
4429;Abri de la Pépinière du Paradis;cabane non gardée;506;48.30136;6.96828;;0;http://www.refuges.info/point/4429/cabane-non-gardee/Vosges-Centrales/abri-de-la-Pepiniere-du-Paradis/
4347;Abri de Wolfstahl;cabane non gardée;570;48.60116;7.31656;;0;http://www.refuges.info/point/4347/cabane-non-gardee/Vosges-Centrales/Abri-de-Wolfstahl/
3715;Abri Teufelsloch;cabane non gardée;401;48.34095;7.39123;;0;http://www.refuges.info/point/3715/cabane-non-gardee/Vosges-Centrales/Abri-Teufelsloch/
4234;Abri du Col du Petit Haut;cabane non gardée;700;48.29586;7.28269;;0;http://www.refuges.info/point/4234/cabane-non-gardee/Vosges-Centrales/Abri-du-Col-du-Petit-Haut/
3763;Abri de La Holderlach;cabane non gardée;644;48.40855;7.37668;;0;http://www.refuges.info/point/3763/cabane-non-gardee/Vosges-Centrales/Abri-de-La-Holderlach/
3910;Refuge du Grossmann;cabane non gardée;843;48.55903;7.21167;;0;http://www.refuges.info/point/3910/cabane-non-gardee/Vosges-Centrales/Refuge-du-Grossmann/
3013;Abri du Brotsch;cabane non gardée;525;48.70693;7.32519;;0;http://www.refuges.info/point/3013/cabane-non-gardee/Vosges-Centrales/Abri-du-Brotsch/
2655;Abri de la Schleif;cabane non gardée;700;48.63059;7.26076;;0;http://www.refuges.info/point/2655/cabane-non-gardee/Vosges-Centrales/Abri-de-la-Schleif/
3915;Verlorene Eck;cabane non gardée;520;48.46997;7.35904;;0;http://www.refuges.info/point/3915/cabane-non-gardee/Vosges-Centrales/Verlorene-Eck/
2799;Abri du carrefour de l'étoile;cabane non gardée;300;48.5348;7.36573;;0;http://www.refuges.info/point/2799/cabane-non-gardee/Vosges-Centrales/Abri-du-carrefour-de-l-etoile/
4127;Abri Mencke;cabane non gardée;290;48.63139;7.36057;;0;http://www.refuges.info/point/4127/cabane-non-gardee/Vosges-Centrales/Abri-Mencke/
4062;Abri de la Place des Musiciens;cabane non gardée;520;48.52187;7.26535;;0;http://www.refuges.info/point/4062/cabane-non-gardee/Vosges-Centrales/abri-de-la-Place-des-Musiciens/
3764;Abri du Maennelstein;cabane non gardée;817;48.42477;7.41162;;0;http://www.refuges.info/point/3764/cabane-non-gardee/Vosges-Centrales/Abri-du-Maennelstein/
6183;Abri du col de Noirceux;cabane non gardée;723;48.3062197200161;7.23683595657349;;0;http://www.refuges.info/point/6183/cabane-non-gardee/Vosges-Centrales/Abri-du-col-de-Noirceux/
3808;Refuge de la Grande Goutte;cabane non gardée;710;48.37487;7.24371;;0;http://www.refuges.info/point/3808/cabane-non-gardee/Vosges-Centrales/Refuge-de-la-Grande-Goutte/
4088;Abri de la Haute Abraye;cabane non gardée;740;48.49813;7.13612;;0;http://www.refuges.info/point/4088/cabane-non-gardee/Vosges-Centrales/Abri-de-la-Haute-Abraye/
3766;Kiosque Sainte Odile;cabane non gardée;780;48.43056;7.40286;;0;http://www.refuges.info/point/3766/cabane-non-gardee/Vosges-Centrales/Kiosque-Sainte-Odile/
3809;Tannhütte;cabane non gardée;718;48.37762;7.27412;;15;http://www.refuges.info/point/3809/cabane-non-gardee/Vosges-Centrales/Tannhtte/
4094;Abri du Waldbruder;cabane non gardée;410;48.46951;7.40239;;0;http://www.refuges.info/point/4094/cabane-non-gardee/Vosges-Centrales/Abri-du-Waldbruder/
5963;Abri du Rippelholz;cabane non gardée;286;48.400662891059;7.44019567966461;;0;http://www.refuges.info/point/5963/cabane-non-gardee/Vosges-Centrales/Abri-du-Rippelholz/
3714;Abri Kasmarkt;cabane non gardée;526;48.32625;7.3939;;0;http://www.refuges.info/point/3714/cabane-non-gardee/Vosges-Centrales/Abri-Kasmarkt/
2560;Abri d'Elsberg;cabane non gardée;674;48.45563;7.405167;;0;http://www.refuges.info/point/2560/cabane-non-gardee/Vosges-Centrales/Abri-d-Elsberg/
2561;Petit Kiosque ou Kiosque Hartmann;cabane non gardée;460;48.4181;7.42785;;0;http://www.refuges.info/point/2561/cabane-non-gardee/Vosges-Centrales/Petit-Kiosque-ou-Kiosque-Hartmann/
2663;La vieille Métairie (ou abri Burger);cabane non gardée;950;48.41297;7.29281;;0;http://www.refuges.info/point/2663/cabane-non-gardee/Vosges-Centrales/La-vieille-Metairie-ou-abri-Burger/
2659;La Haute Loge;cabane non gardée;933;48.44382;7.10286;;0;http://www.refuges.info/point/2659/cabane-non-gardee/Vosges-Centrales/La-Haute-Loge/
3815;Cabane de la Hâle et le Mont;cabane non gardée;635;48.35488;7.20778;;0;http://www.refuges.info/point/3815/cabane-non-gardee/Vosges-Centrales/Cabane-de-la-Hale-et-le-Mont/
3551;Abri du Teufelsloch;cabane non gardée;970;48.4488;7.27403333333333;;0;http://www.refuges.info/point/3551/cabane-non-gardee/Vosges-Centrales/Abri-du-Teufelsloch/
3319;Abri du col entre les 2 Donons;cabane non gardée;823;48.51593;7.16986;;0;http://www.refuges.info/point/3319/cabane-non-gardee/Vosges-Centrales/Abri-du-col-entre-les-2-Donons/
4019;Le Pranze du Bornichon;cabane non gardée;500;48.4646;7.23044;;0;http://www.refuges.info/point/4019/cabane-non-gardee/Vosges-Centrales/Le-Pranze-du-Bornichon/
4058;Baraque des Carrières;cabane non gardée;500;48.46619;7.24917;;0;http://www.refuges.info/point/4058/cabane-non-gardee/Vosges-Centrales/Baraque-des-Carrieres/
4060;Refuge du Champ du Feu;cabane non gardée;1090;48.3947;7.26773333333333;;0;http://www.refuges.info/point/4060/cabane-non-gardee/Vosges-Centrales/Refuge-du-Champ-du-Feu/
4106;Chalet de Rohrbach;cabane non gardée;710;48.40983;7.30723;;0;http://www.refuges.info/point/4106/cabane-non-gardee/Vosges-Centrales/Chalet-de-Rohrbach/
4081;Abri de Prayé;cabane non gardée;770;48.47851;7.10177;;0;http://www.refuges.info/point/4081/cabane-non-gardee/Vosges-Centrales/Abri-de-Praye/
5758;Abri Charles Klein;cabane non gardée;487;48.5744917668786;7.09154605865479;;0;http://www.refuges.info/point/5758/cabane-non-gardee/Vosges-Centrales/Abri-Charles-Klein/
5904;Abri du Magelrain;cabane non gardée;635;48.4862705019791;7.33155012130737;Détruite;0;http://www.refuges.info/point/5904/cabane-non-gardee/Vosges-Centrales/abri-du-Magelrain/
6521;Abri du Purpurkopf;cabane non gardée;525;48.4867256082347;7.35312581062317;;0;http://www.refuges.info/point/6521/cabane-non-gardee/Vosges-Centrales/abri-du-Purpurkopf/
4082;Abri du Col de Prayé;cabane non gardée;785;48.4785;7.11623;Détruite;0;http://www.refuges.info/point/4082/cabane-non-gardee/Vosges-Centrales/Abri-du-Col-de-Praye/
6456;Abri des Haxes;cabane non gardée;870;48.4100217343298;7.24004924297333;;0;http://www.refuges.info/point/6456/cabane-non-gardee/Vosges-Centrales/Abri-des-Haxes/
6459;Abri du Roitelet (ou de la Cantine);cabane non gardée;720;48.4214544218217;7.10334777832031;;0;http://www.refuges.info/point/6459/cabane-non-gardee/Vosges-Centrales/Abri-du-Roitelet-ou-de-la-Cantine/
3805;Refuge Creux Chêne;cabane non gardée;521;48.28773;7.21843;;0;http://www.refuges.info/point/3805/cabane-non-gardee/Vosges-Centrales/Refuge-Creux-Chene/
3810;Cabane de Ralaine;cabane non gardée;734;48.28384;7.18592;;0;http://www.refuges.info/point/3810/cabane-non-gardee/Vosges-Centrales/Cabane-de-Ralaine/
3052;Abri Kindsbronn;cabane non gardée;300;48.937872283805;7.41256356239319;;0;http://www.refuges.info/point/3052/cabane-non-gardee/Vosges-du-Nord/Abri-Kindsbronn/
4078;Abri de la Tour de Scherhol;cabane non gardée;560;49.02754;7.88535;;0;http://www.refuges.info/point/4078/cabane-non-gardee/Vosges-du-Nord/Abri-de-la-Tour-de-Scherhol/
2793;Maison forestière du Fleckenstein;cabane non gardée;330;49.0469;7.7743;;0;http://www.refuges.info/point/2793/cabane-non-gardee/Vosges-du-Nord/Maison-forestiere-du-Fleckenstein/
2796;Abri du Heidenkopf;cabane non gardée;280;48.96668;7.65312;;0;http://www.refuges.info/point/2796/cabane-non-gardee/Vosges-du-Nord/Abri-du-Heidenkopf/
2833;Col de l'Ungerthal;cabane non gardée;420;48.95432;7.58508;;4;http://www.refuges.info/point/2833/cabane-non-gardee/Vosges-du-Nord/Col-de-l-Ungerthal/
